C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_42_482.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_42_482.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_42_482.jpg, 0, 0, 0, 8.106961E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_42_583.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_42_583.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_42_583.jpg, 0, 0, 0, 8.173627E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_42_688.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_42_688.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_42_688.jpg, 0, 0, 0, 7.922622E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_42_791.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_42_791.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_42_791.jpg, 0, 0, 0, 7.889677E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_42_894.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_42_894.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_42_894.jpg, 0, 0, 0, 8.128565E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_43_000.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_43_000.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_43_000.jpg, 0, 0, 0, 8.022667E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_43_100.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_43_100.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_43_100.jpg, 0, 0, 0, 7.885293E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_43_203.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_43_203.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_43_203.jpg, 0, 0, 0, 7.770909E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_43_305.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_43_305.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_43_305.jpg, 0, 0, 0, 7.835122E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_43_409.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_43_409.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_43_409.jpg, 0, 0, 0, 7.766409E-05
C:\Users\ecwin\Desktop\self driving car\data\IMG\center_2019_12_19_21_33_43_515.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\left_2019_12_19_21_33_43_515.jpg, C:\Users\ecwin\Desktop\self driving car\data\IMG\right_2019_12_19_21_33_43_515.jpg, 0, 0, 0, 7.811429E-05
